timestamp,elapsed,cpu_percent,cpu_cores,ram_used_gb,ram_percent,gpu_memory_allocated,gpu_memory_reserved,camera_3_fps,camera_3_latency,camera_0_fps,camera_0_latency,camera_1_fps,camera_1_latency,camera_2_fps,camera_2_latency
1776122488.450297,30.09660029411316,21.1,"[28.6, 28.6, 42.9, 42.9, 57.1, 28.6, 42.9, 28.6, 57.1, 28.6, 14.3, 28.6]",6.5155029296875,88.5,0.04306173324584961,0.08984375,15.593423650957066,1.7712633283729227,11.64364571427665,0.46259252411978585,7.057901413138483,0.1415785989671383,7.526497529421986,0.13984407998819268
1776122489.6537952,31.300098419189453,21.1,"[42.9, 14.3, 57.1, 100.0, 50.0, 33.3, 57.1, 16.7, 71.4, 50.0, 14.3, 33.3]",6.520210266113281,88.6,0.04306173324584961,0.08984375,15.593423650957066,1.7712633283729227,11.64364571427665,0.46259252411978585,7.057901413138483,0.1415785989671383,7.526497529421986,0.13984407998819268
1776122490.856399,32.50270223617554,17.6,"[0.0, 14.3, 71.4, 0.0, 33.3, 0.0, 14.3, 0.0, 57.1, 0.0, 14.3, 16.7]",6.525856018066406,88.6,0.04306173324584961,0.08984375,15.593423650957066,1.7712633283729227,11.64364571427665,0.46259252411978585,7.057901413138483,0.1415785989671383,7.526497529421986,0.13984407998819268
1776122492.0594068,33.70570993423462,39.7,"[42.9, 12.5, 42.9, 0.0, 14.3, 0.0, 28.6, 0.0, 28.6, 0.0, 57.1, 0.0]",6.534137725830078,88.7,0.04306173324584961,0.08984375,15.593423650957066,1.7712633283729227,11.64364571427665,0.46259252411978585,7.057901413138483,0.1415785989671383,7.526497529421986,0.13984407998819268
1776122493.2621477,34.90845084190369,15.1,"[66.7, 0.0, 50.0, 16.7, 50.0, 0.0, 83.3, 0.0, 50.0, 0.0, 66.7, 28.6]",6.164073944091797,83.7,0.04306173324584961,0.08984375,15.593423650957066,1.7712633283729227,11.64364571427665,0.46259252411978585,7.057901413138483,0.1415785989671383,7.526497529421986,0.13984407998819268
1776122494.4648333,36.1111364364624,35.8,"[14.3, 66.7, 50.0, 28.6, 50.0, 28.6, 16.7, 28.6, 33.3, 14.3, 33.3, 33.3]",6.155998229980469,83.6,0.04306173324584961,0.08984375,15.593423650957066,1.7712633283729227,11.64364571427665,0.46259252411978585,7.057901413138483,0.1415785989671383,7.526497529421986,0.13984407998819268
1776122495.6682882,37.31459140777588,19.0,"[50.0, 0.0, 71.4, 0.0, 57.1, 0.0, 37.5, 0.0, 42.9, 0.0, 14.3, 16.7]",6.161399841308594,83.7,0.04306173324584961,0.08984375,15.593423650957066,1.7712633283729227,11.64364571427665,0.46259252411978585,7.057901413138483,0.1415785989671383,7.526497529421986,0.13984407998819268
1776122496.871615,38.5179181098938,55.7,"[28.6, 14.3, 85.7, 16.7, 14.3, 33.3, 55.6, 0.0, 28.6, 16.7, 14.3, 0.0]",6.161678314208984,83.7,0.04306173324584961,0.08984375,15.593423650957066,1.7712633283729227,11.64364571427665,0.46259252411978585,7.057901413138483,0.1415785989671383,7.526497529421986,0.13984407998819268
1776122498.0744689,39.72077202796936,16.7,"[33.3, 50.0, 66.7, 33.3, 50.0, 50.0, 66.7, 0.0, 66.7, 33.3, 16.7, 50.0]",6.167133331298828,83.8,0.04306173324584961,0.08984375,15.593423650957066,1.7712633283729227,11.64364571427665,0.46259252411978585,7.057901413138483,0.1415785989671383,7.526497529421986,0.13984407998819268
1776122499.2771113,40.92341446876526,36.1,"[0.0, 33.3, 16.7, 83.3, 16.7, 50.0, 16.7, 0.0, 50.0, 16.7, 16.7, 33.3]",5.783710479736328,78.6,0.04306173324584961,0.08984375,15.593423650957066,1.7712633283729227,11.64364571427665,0.46259252411978585,7.057901413138483,0.1415785989671383,7.526497529421986,0.13984407998819268
1776122500.479633,42.12593626976013,19.4,"[16.7, 16.7, 100.0, 0.0, 0.0, 0.0, 16.7, 0.0, 33.3, 0.0, 0.0, 0.0]",5.783946990966797,78.6,0.04306173324584961,0.08984375,15.593423650957066,1.7712633283729227,11.64364571427665,0.46259252411978585,7.057901413138483,0.1415785989671383,7.526497529421986,0.13984407998819268
1776122501.6822886,43.32859182357788,23.5,"[0.0, 0.0, 100.0, 0.0, 0.0, 33.3, 0.0, 0.0, 33.3, 0.0, 0.0, 0.0]",5.783638000488281,78.6,0.04306173324584961,0.08984375,15.593423650957066,1.7712633283729227,11.64364571427665,0.46259252411978585,7.057901413138483,0.1415785989671383,7.526497529421986,0.13984407998819268
1776122502.8847325,44.53103566169739,16.5,"[16.7, 33.3, 100.0, 28.6, 14.3, 14.3, 50.0, 28.6, 50.0, 28.6, 16.7, 16.7]",5.795829772949219,78.7,0.04306173324584961,0.08984375,15.593423650957066,1.7712633283729227,11.64364571427665,0.46259252411978585,7.057901413138483,0.1415785989671383,7.526497529421986,0.13984407998819268
1776122504.0867577,45.73306083679199,50.6,"[50.0, 0.0, 25.0, 100.0, 37.5, 33.3, 0.0, 42.9, 33.3, 16.7, 0.0, 42.9]",5.411216735839844,73.5,0.04306173324584961,0.08984375,15.593423650957066,1.7712633283729227,11.64364571427665,0.46259252411978585,7.057901413138483,0.1415785989671383,7.526497529421986,0.13984407998819268
1776122505.2887688,46.93507194519043,22.5,"[16.7, 0.0, 83.3, 14.3, 0.0, 0.0, 0.0, 0.0, 33.3, 0.0, 16.7, 0.0]",5.454410552978516,74.1,0.04306173324584961,0.08984375,15.593423650957066,1.7712633283729227,11.64364571427665,0.46259252411978585,7.057901413138483,0.1415785989671383,7.526497529421986,0.13984407998819268
1776122506.490872,48.1371750831604,17.9,"[16.7, 42.9, 50.0, 20.0, 83.3, 0.0, 16.7, 0.0, 33.3, 20.0, 71.4, 28.6]",5.4485626220703125,74.0,0.04306173324584961,0.08984375,15.593423650957066,1.7712633283729227,11.64364571427665,0.46259252411978585,7.057901413138483,0.1415785989671383,7.526497529421986,0.13984407998819268
1776122507.6933794,49.33968257904053,13.6,"[16.7, 0.0, 50.0, 0.0, 66.7, 0.0, 16.7, 0.0, 50.0, 0.0, 16.7, 0.0]",5.455310821533203,74.1,0.04306173324584961,0.08984375,15.593423650957066,1.7712633283729227,11.64364571427665,0.46259252411978585,7.057901413138483,0.1415785989671383,7.526497529421986,0.13984407998819268
